Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
scooby_state_40a74a|8|-16 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|13|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|32|19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|44|-18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|58|38 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|49|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|15|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|5|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a74a|8|-20 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|6|-22 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|54|38 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|26|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|16|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|5|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|1|-20 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|4|-17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|10|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8d7|58|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|61|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|10|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|4|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a77d|18|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a707|28|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a846|25|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a860|5|-37 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|3|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a78d|10|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7af|9|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7dd|4|-6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7f6|63|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|6|-19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8f8|13|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a73a|5|-26 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a707|63|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7a6|53|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a7c4|6|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|7|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|62|20 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|5|-7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|4|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|48|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|31|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|5|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|55|39 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|10|-14 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|16|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a74a|7|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|6|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|28|7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|10|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|30|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|20|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|10|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|21|20 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|17|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|16|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|63|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|4|-9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|4|0 0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|58|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|28|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|8|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|61|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|50|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|5|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|24|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|24|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|13|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|2|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a791|22|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|48|42 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|4|-17 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|13|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|29|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|48|-15 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|6|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|-10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|19|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|4|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|10|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|21|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|8|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-58 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|19|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|63|57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|62|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|5|-23 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|7|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|15|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|47|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|0|-62 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|28|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|41|39 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|5|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-20 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|10|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|28|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|58|53 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|5|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|59|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|58|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|6|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|13|-11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|27|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|17|-38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|-8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|14|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|19|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|45|23 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|30|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|8|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|6|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|6|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|20|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|11|-37 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|3|-60 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|7|-56 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|13|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|7|-6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|4|-28 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|5|-14 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|5|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|36|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|21|11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|-10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|10|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|27|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|61|41 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|0|-39 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|24|16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|44|19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|23|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|29|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|13|8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|47|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|10|-51 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|12|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|30|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|0|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|4|-27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|58|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|6|-15 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|5|-57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|9|-54 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|-6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a74a|9|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|17|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|1|-9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|2|-8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|12|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|10|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|13|-10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|24|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|47|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|13|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|-11 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|62|56 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|5|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|2|-38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|25|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|14 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|13|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|4|-16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|8|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|21|-37 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|0|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|4|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|26|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|22|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|9|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|47|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|17|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|47|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|50|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|47|26 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|0|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-32 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|22|12 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|8|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|29|7 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|4|-45 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|46|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8a0|5|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|31|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|5|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|58|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|10|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|46|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|10|-8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|8|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|12|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|20|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|20|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|13|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|36|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|55|34 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|10|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|10|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|21|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|5|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|8|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|58|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|40|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|0|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|17|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|59|38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|60|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|62|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|21|16 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|63|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|1|-9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|0|-25 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|61|57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|13|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|25|-38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|63|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|4|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|0|-47 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|4|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|27|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|4|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|4|-54 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|4|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|61|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|59|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|6|-26 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|30|21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|4|-9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|10|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|18|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|58|27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|19|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|5|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|18|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|32|-31 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|5|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|3|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|30|9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|26|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|0|-57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|33|20 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|17|-6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|7|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|12|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|10|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|18|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|7|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|16|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|19|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|1|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|58|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|47|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|1|-31 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|49|43 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|14|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|29|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|58|49 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|23|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a74a|8|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|2|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|23|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|4|-27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|22|21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|5|-14 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|3|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|30|23 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|58|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8a0|1|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|13|-17 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|28|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|58|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|18|-18 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|5|-8 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
