Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
scooby_state_4466d9|7|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|51|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|47|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|5|1 80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,
scooby_state_4466d9|27|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|27|1 80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|51|1 80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|60|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|60|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|38|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|20|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|38|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|11|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|60|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|31|1 80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,
scooby_state_4469ae|53|1 80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|53|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|58|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|7|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|16|1 80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|31|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|47|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|42|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|27|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4469ae|5|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|5|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_44684c|42|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|49|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_4466d9|29|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_44684c|40|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4469ae|40|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4466d9|40|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_44684c|29|1 79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4469ae|29|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4466d9|18|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4469ae|18|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_44684c|18|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_4469ae|1|0 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_44684c|1|0 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_4466d9|7|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|1|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|3|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|36|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|20|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|18|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|49|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|38|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|49|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|38|28 66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|25|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4465e9|20|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|18|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|27|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|36|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|38|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|7|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|29|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|3|0 66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,
scooby_state_44684c|29|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|25|0 66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|47|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|27|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|60|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|47|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|3|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|56|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|56|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|60|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|60|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|29|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|36|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|56|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_446791|20|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|14|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|58|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|7|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|47|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_446907|11|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|14|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|14|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|25|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|49|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_446626|11|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|27|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4466d9|58|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4469ae|58|28 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_44684c|18|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_4465e9|13|0 65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,
scooby_state_44684c|12|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|21|0 65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,
scooby_state_446791|13|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|27|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|1|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|11|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|43|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|20|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|32|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|19|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|42|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|18|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|58|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|17|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|42|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|35|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|4|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|21|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|62|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|43|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|60|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|5|0 65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,
scooby_state_446626|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|7|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|35|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|62|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|62|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|34|28 65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|7|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|2|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|34|28 65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|6|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|42|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|7|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|62|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|15|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|28|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|54|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|54|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|0|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|28|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|54|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|50|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|7|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|16|0 65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|7|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|9|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|9|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|26|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|41|28 65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,
scooby_state_446626|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|31|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|50|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|21|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|12|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|12|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|34|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|32|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|52|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|43|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|36|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|10|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|2|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|53|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|63|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|43|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|32|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|31|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|12|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|53|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|34|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|8|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|51|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|24|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|51|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|9|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|63|28 65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,
scooby_state_446791|61|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|62|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|3|0 65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|20|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|3|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|6|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|62|28 65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|34|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|12|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|2|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|51|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|51|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|8|0 65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,
scooby_state_446791|52|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|25|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|36|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|15|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|24|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|24|0 65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,
scooby_state_4469ae|11|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|51|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|19|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|14|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|46|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|4|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|45|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|61|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|40|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|40|28 65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|58|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|22|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|25|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|23|0 65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|40|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|53|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|9|0 65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|37|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|9|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|25|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|26|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|50|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|4|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|11|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|21|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|52|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|21|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|18|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|54|28 65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,
scooby_state_4469ae|31|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|23|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|18|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|17|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|21|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|21|0 65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|54|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|10|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|46|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|23|0 65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,
scooby_state_4465e9|41|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|27|0 65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,
scooby_state_446626|3|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,
scooby_state_4465fb|1|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|33|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|14|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|42|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|42|28 65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,
scooby_state_4465fb|20|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|11|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|4|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|32|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4469ae|32|28 65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|6|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|13|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|52|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446626|54|28 64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|1|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|43|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|21|0 65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,
scooby_state_446791|60|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|25|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|54|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465e9|25|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4466d9|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446791|33|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_44684c|16|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|5|0 65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66,
scooby_state_4465fb|10|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_4465fb|5|0 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|37|28 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_446907|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|47|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|43|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|60|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|18|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|15|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|28|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|13|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|20|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|31|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|17|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|6|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|49|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
