Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
scooby_state_44a4c0|19|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a081|2|-58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8f5|53|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a702|28|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|35|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d398|14|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|8|-9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43aa02|40|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b9b8|12|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf2b|60|35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|54|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406050|1|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41bef0|38|26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457634|45|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4048f6|35|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45370d|45|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f604|24|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|50|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c41|49|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44e0ca|3|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|39|34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d08a|17|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e1f3|18|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b2be|50|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440ef9|59|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|28|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44051e|20|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407abc|42|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439584|22|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ec6a|49|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4071c0|7|-42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|19|4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0e0|3|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ab04|44|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a303|12|4 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_40dfea|17|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41c1e9|10|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a570|21|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b44b|17|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4395fa|23|21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a586|22|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|46|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44c9c1|39|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|53|45 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d2c0|11|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|44|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440f8e|62|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|59|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a9c1|39|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_453723|50|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|44|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e0ad|29|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e040|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e00a|24|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a210|8|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409788|10|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407d36|16|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e26c|55|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4079c1|39|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a4c9|19|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ec1|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40becc|59|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef80|62|40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0a7|17|-36 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441353|13|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f140|5|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40af3c|60|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440798|30|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b1c6|19|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b89f|48|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|60|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b10d|4|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404943|16|-23 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_407782|30|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f50|61|61 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4078a0|34|-27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43adc0|55|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44c8a0|34|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf07|60|52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a4c9|19|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|44|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4071c9|7|-54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a3cd|14|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|47|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b7c5|31|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408f5c|61|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cbc1|47|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|29|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ac50|49|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1e3|7|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43afc2|63|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40be02|56|42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_405f81|62|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a6c1|27|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|38|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418e09|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ac6f|49|42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406700|28|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43da86|42|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409105|4|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ccf6|51|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ff35|60|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41baac|42|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4996d0|27|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441726|28|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409613|19|-28 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_43d7c4|31|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438fbc|50|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45634b|48|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a157|23|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4064c6|19|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40afbf|39|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407ec0|59|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4409c1|39|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404828|49|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e13a|20|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a335|20|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41adc1|55|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418e09|39|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_406700|28|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40499b|40|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404dc1|55|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b89f|50|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_442e30|56|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404590|17|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|12|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4390f8|3|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43da2f|40|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439604|24|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f051|40|21 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404c83|50|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404d53|53|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404bc5|47|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404b43|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a602|24|14 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438b81|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_405530|20|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40becc|59|57 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40cfc8|63|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438b42|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407b30|44|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1c1|7|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419d30|52|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404e04|56|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_450ad7|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|20|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bc02|48|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|61|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|18|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|13|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441070|1|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf89|62|45 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4394c2|19|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|15|-1 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404f50|61|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0ba|34|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fc01|48|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440d98|54|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|25|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4073c8|44|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440a65|14|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404bc5|47|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b8c0|35|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|61|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41ae09|43|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4c6f6b|3|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407b80|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef58|61|56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408bf5|47|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407b46|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409781|30|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40973a|12|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439681|26|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b0c0|3|-42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43aa02|40|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41c439|39|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c82|50|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c8e3|9|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_438b42|45|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df7f|11|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b0c0|3|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408960|37|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45207f|31|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfb9|0|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a0c0|3|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df18|47|23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|42|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|61|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41a346|19|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404906|44|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|45|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43f969|37|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b250|9|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41aec0|59|-4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44c4d0|19|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e2c3|11|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b00e|16|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|17|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ec1|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440f8e|62|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|12|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419ac2|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407782|30|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40be02|56|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457618|14|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bbc2|47|35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4094b1|0|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e0ad|20|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41ae09|38|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a742|29|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a800|32|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|35|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d3fe|60|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b885|34|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408b5f|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43dfa8|40|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|63|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419b42|35|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408a10|40|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40df0f|26|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef87|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ebf0|47|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41ae09|47|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e292|4|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|28|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|30|18 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b1b0|6|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439681|26|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40acc1|51|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409303|12|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef7f|15|7 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a5c1|23|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bd42|53|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f6|61|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441d4b|53|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41d540|21|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a742|29|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4090e8|28|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b44b|17|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407dec|55|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ef58|61|55 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e2a1|9|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40d368|13|-49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b103|4|-48 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440c11|19|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_419a5a|32|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b10d|4|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d42b|1|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c90|50|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e0f1|36|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41be73|3|-49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441e8b|58|53 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_49bd41|53|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a0b0|2|-50 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aa3|53|-5 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_408e00|56|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e049|38|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41e256|38|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4392c1|11|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43cbfb|26|-34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|41|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457b53|60|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a546|21|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_405404|16|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43e13a|1|-31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4053d6|15|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a480|18|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439401|16|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4393fa|15|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407c90|50|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43928c|10|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_440cd0|51|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41b13a|12|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4526d0|30|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45370d|47|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_48ac27|48|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_439202|8|-12 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_404750|29|-31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4890e0|3|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_407cd2|51|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4575f2|47|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
