Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
scooby_state_42667f|27|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|38|-9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|52|16 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|4|-40 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b68|22|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45478d|17|17 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b4e|23|8 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_42842d|29|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a9d7|58|26 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_428456|0|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d75c|24|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|9|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b68|7|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438e|10|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|63|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|29|16 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46c451|20|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ded8|56|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502c68|38|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_44a8c9|59|9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4283f9|29|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_42842d|27|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46c451|34|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|35|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426a20|4|0 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_42842d|19|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426a3f|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_42667f|36|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4283f9|59|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|20|-38 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_426b68|59|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|15|-3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b4e|41|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46c443|17|12 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_43fb0a|27|-25 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|9|-25 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|50|-1 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_40cac6|4|-28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_447be1|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|7|-5 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_449e6f|34|0 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_452f24|38|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|62|53 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb0a|32|-25 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|29|29 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457dc5|34|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426a3f|2|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425b50|30|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454794|39|1 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f34|26|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c37c|52|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457dd2|61|56 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46c430|43|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|14|-2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|17|-24 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438e|12|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454801|33|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425b50|25|15 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_43d75c|57|43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425afa|59|0 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_4542f2|60|2 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_502c68|17|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_4543a0|47|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_43fd7d|30|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b87|10|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4028a0|34|-9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|27|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb2a|14|1 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a9d4|33|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_501cf1|45|0 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|15|-4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46267c|51|14 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|15|-25 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_425add|33|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425afa|48|3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb0a|17|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|12|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|23|22 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b4e|16|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_449e6f|1|0 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_426b87|56|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f34|5|-40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|52|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454626|39|37 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_4283f9|24|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ca8c|40|33 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_426b68|18|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|12|-28 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|47|14 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|41|32 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4497e9|35|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|31|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|29|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d75c|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|35|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|9|-3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f34|18|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454f30|12|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|37|-23 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_501cf1|11|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_452f24|12|-47 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_42842d|21|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bda3|58|1 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f34|22|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|33|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_447b80|46|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|33|6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|22|-25 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_44a8c9|10|-23 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_447bc5|13|1 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fd5f|32|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfa6|46|-2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454801|59|59 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_425b50|45|1 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_44a8c9|56|-3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d75c|5|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45478d|18|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45df3c|39|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|40|-8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425b50|37|0 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_43d72c|61|47 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_4071f0|7|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426a3f|6|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|28|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457f02|47|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4542e9|15|1 0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
scooby_state_426a3f|53|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44b9f8|23|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4578d5|41|0 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ff46|54|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|25|-14 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502a51|22|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_428488|42|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4542c3|36|0 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb0a|29|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45e4a8|5|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426413|15|7 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|37|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45478d|47|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b9c9|9|-27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|22|8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|41|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|22|-5 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4497e9|37|33 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_50262d|44|4 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_454349|19|2 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_452f34|50|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43a5de|44|-11 0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
scooby_state_454647|48|-2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|8|-25 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_46267c|51|1 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_425b50|26|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454f30|37|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|6|-4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457dc5|34|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4283f9|8|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|0|-27 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43d72c|40|37 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426b4e|33|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e860|61|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bd2a|10|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|42|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb0a|29|-25 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454626|44|43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457dc5|59|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40b9c9|1|-32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_428104|10|5 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f40|29|-32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4547b9|34|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_50262d|47|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|16|7 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_40e7b5|17|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425add|10|-1 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_4626e8|20|4 0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
scooby_state_454349|18|-29 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|38|-18 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43ff46|32|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|13|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438e|38|2 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454349|45|19 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|22|9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|11|-40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425add|9|2 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_40e860|15|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|39|-2 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_40bfa6|42|-2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|33|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_426a3f|37|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44046b|15|-25 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|27|9 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_5026f1|63|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|31|8 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|31|-24 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a4d2|18|-24 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|58|53 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|4|-9 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_502740|10|-36 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502adb|49|18 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|56|53 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4098aa|51|7 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502744|0|-41 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|3|-20 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454349|49|-7 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|39|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502740|27|-19 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46267c|62|13 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_441649|22|-4 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_43d75c|52|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454801|14|-33 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f34|1|-39 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|55|4 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502629|63|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|25|-18 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44ba08|63|3 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|60|51 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|14|-42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|39|-21 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|52|29 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_502194|21|0 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_4626e8|27|5 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40cafb|23|3 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|6|-30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|19|-3 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454349|18|-19 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|45|20 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_454349|30|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|40|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|28|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|19|13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454512|16|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|34|26 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|33|11 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_454349|26|-8 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|17|-17 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|52|46 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_44a8c9|20|-11 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_44a8c9|56|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_457dbd|13|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44ba58|36|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|14|9 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c502|21|11 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454349|44|32 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438b|34|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e884|40|-13 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e860|39|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438b|14|2 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_425add|44|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|46|28 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_454349|38|15 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_454349|22|-12 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|43|-6 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|34|33 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45438b|6|-11 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_502ad7|15|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|49|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454626|47|27 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_454349|26|-11 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|54|26 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_42815c|0|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|10|-38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4547cb|44|0 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_425add|8|-1 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454349|47|-13 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454349|28|-34 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_454349|56|18 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_454558|21|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_45e4ba|14|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40e900|50|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|15|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_43fb2a|40|1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_507080|54|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_447bc5|52|1 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_46267c|47|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44a8c9|45|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c75a|30|3 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_45e4ba|14|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4545d8|20|-3 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_4545d8|23|1 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_40c75a|55|3 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_454510|20|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4544c2|19|1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_452f24|43|18 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_454490|18|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_449e50|57|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
