Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
scooby_state_40f529|44|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|56|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|33|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|53|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|58|56 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|8|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|11|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ba20|42|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|57|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|16|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f37d|30|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|57|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf48|6|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f385|1|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|59|42 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|1|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|29|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|47|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|53|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|56|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf48|33|-14 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_40bfdb|51|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|48|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40faf0|48|0 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fb2b|4|-51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|39|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fae5|5|-1 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_4146a6|6|-57 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fb2b|0|-50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fb27|58|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|53|40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf48|53|0 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_4146a6|20|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40faf0|30|5 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_401570|21|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf41|30|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c056|11|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c056|57|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403cef|24|1 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_403bfc|59|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|17|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fb27|60|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40fb2b|17|-43 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|29|-28 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41123c|14|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|58|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44b720|28|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40649b|44|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f314|62|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|39|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f375|25|-27 0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
scooby_state_40fae5|38|-1 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_40fb27|51|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|35|29 0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
scooby_state_4064c2|19|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|23|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403bf7|40|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|0|-40 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|27|25 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_4146a6|27|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|30|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|59|58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c056|44|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|62|39 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|52|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|25|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c12e|6|-36 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bf8c|61|16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c12e|6|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f370|37|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|47|41 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|7|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403bfc|24|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f375|30|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f37d|61|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfcf|56|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ba20|34|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c12e|9|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|41|2 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_40f37d|2|-50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|34|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|51|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|53|49 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|31|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|50|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|47|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|37|33 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|10|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|12|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|41|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|61|58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|24|5 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_418ac2|18|-43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|42|26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|7|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|48|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|36|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|18|-38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|48|34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f370|47|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|59|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|28|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f375|41|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|36|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|32|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|19|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|53|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|34|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|2|-60 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|43|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|14|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|3|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|0|-18 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|56|19 0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
scooby_state_40f370|53|51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|56|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|11|-28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|33|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|26|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|35|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|5|5 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_4146a6|22|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|16|11 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_40f525|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|33|-16 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|32|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|59|56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|48|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|5|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|12|-38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|24|-4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|38|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|18|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|27|-34 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|52|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|41|-11 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|7|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|39|26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|8|-31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|23|-40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|28|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|43|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|22|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|39|-13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|34|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4063f4|46|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|29|-16 0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
scooby_state_4146a6|53|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|42|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f553|22|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f55e|48|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41c9ff|7|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|35|31 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|30|-14 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
scooby_state_418aba|61|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|25|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|28|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|34|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|62|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|6|-33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f55e|55|-7 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|57|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|22|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|24|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|61|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|63|55 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|19|-9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ba20|27|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|3|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|24|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|57|46 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|37|-18 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|51|23 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_418ac2|53|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40ba20|16|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f370|16|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|57|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|28|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|43|35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403cd8|18|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|33|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f375|21|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|45|45 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f380|14|-1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403cd8|20|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|15|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|62|32 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403b8a|8|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|16|-39 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|31|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|6|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|53|49 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|22|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|6|-41 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|1|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|29|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_409f30|16|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|61|51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|13|6 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_403bf7|18|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2bf|56|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|51|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|10|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|26|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|3|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|34|-3 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|26|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|49|43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f525|16|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f529|6|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|32|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|5|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|57|39 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_418ab2|7|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|36|-27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|38|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|1|-48 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_403bf7|59|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|46|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|18|-30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|18|14 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_4146a6|58|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|33|11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|40|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|25|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40bfdb|47|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40c056|4|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|31|8 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|30|24 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|47|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|35|-8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|62|37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|57|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|16|-5 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|18|-43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|57|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|21|15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|45|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|4|-28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|5|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|12|12 0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
scooby_state_418ab2|48|24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|1|-51 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|46|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|44|-17 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|58|55 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|12|-7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|48|3 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_418aba|5|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|63|18 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_418ac2|61|47 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|48|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|48|46 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|42|37 0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|43|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4063f4|51|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40f2c2|4|-51 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|59|10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|34|-7 0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|43|30 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
scooby_state_4146a6|35|33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|49|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|16|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|13|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ab2|8|-35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|14|-31 0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
scooby_state_418ac2|17|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|6|2 0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
scooby_state_4146a6|45|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|13|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|10|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|11|-6 0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|24|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418ac2|41|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_401902|36|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_41dab0|33|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|48|35 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4146a6|42|25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_418aba|62|58 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
