Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
scooby_state_401a8b|32|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|1|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|8|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|59|1 82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,
scooby_state_401a8b|36|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|0|0 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|11|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|17|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|37|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|7|1 81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,83,
scooby_state_401a4a|0|-63 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|15|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|29|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|13|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|62|1 81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,83,
scooby_state_401a98|35|1 82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,
scooby_state_401a66|57|1 82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,
scooby_state_401a66|60|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|28|1 82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,
scooby_state_401a98|47|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|18|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|14|1 82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|62|1 82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|33|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|39|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|6|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|6|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|62|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|10|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|4|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|58|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|36|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|5|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|46|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|56|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|40|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|54|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|35|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|20|1 82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|26|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|50|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|57|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|60|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|41|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|5|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|57|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|63|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|38|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|3|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|12|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|22|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|61|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|55|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|48|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|4|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|3|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|59|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|39|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|58|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|44|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|19|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|7|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|25|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|2|1 82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,
scooby_state_401a98|45|1 82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,
scooby_state_401a98|43|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|40|1 82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a98|42|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a66|56|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|56|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a8b|1|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_401a59|49|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a59|51|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|54|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|23|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|30|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a59|52|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|27|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a59|53|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a98|0|0 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|24|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|16|1 81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|34|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|43|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|51|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a59|50|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|44|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|55|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|50|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|49|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,
scooby_state_401a8b|38|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|31|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|2|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|53|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|9|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a93|29|0 81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|42|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|37|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|41|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_401a8b|48|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_401a8b|52|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,
scooby_state_401a8b|47|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_401a8b|45|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_401a8b|46|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_401c0a|22|-1 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,
scooby_state_401a7c|27|0 18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_401a34|29|1 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_401a93|13|0 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_401a4a|62|1 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_401a4a|46|1 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_401a93|61|0 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_401a4a|14|1 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_401a6f|29|0 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_401a7c|28|-1 25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_401a34|61|0 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_401a30|29|0 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_401a61|29|0 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,
scooby_state_401b72|24|-1 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_401a34|45|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_401a6f|28|0 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_401a4a|31|2 66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
scooby_state_401a61|28|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_401a4a|63|2 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_401a30|28|0 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,
scooby_state_401a93|45|0 58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,
scooby_state_401a30|13|0 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,
scooby_state_401a30|28|-1 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_401a3c|29|0 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_401c02|23|-6 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
scooby_state_401a4a|47|2 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
scooby_state_401a4a|30|1 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,
scooby_state_401a86|29|0 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,
scooby_state_401a7c|28|0 14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,53,
scooby_state_401a93|28|-1 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
scooby_state_401a86|28|0 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
scooby_state_401a30|45|0 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
scooby_state_401a30|61|0 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
scooby_state_401a61|28|-1 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
scooby_state_401a54|29|0 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_401a6f|26|0 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,
scooby_state_401b67|25|-1 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,
scooby_state_401a4a|15|2 45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,
scooby_state_401a34|61|-1 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_401a30|27|0 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_401a3c|28|0 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_401ade|26|1 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_401a6f|61|0 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,
scooby_state_401a61|27|0 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
scooby_state_401a6f|13|0 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
scooby_state_401a61|61|0 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
scooby_state_401a61|26|0 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
scooby_state_401a34|13|0 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,
scooby_state_401a93|27|0 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_401a61|45|0 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_401a6f|28|-1 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_401a30|60|0 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_401a6f|45|0 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_401a34|29|-1 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
scooby_state_401a54|32|3 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_401a6f|27|0 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_401a93|61|-2 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_401a61|13|0 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_401a93|32|3 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
scooby_state_401a4a|15|1 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_401a34|13|-1 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_401a93|13|-2 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_401b67|25|3 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_401a34|45|-1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_401a93|26|-1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_401a93|16|3 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_401a6f|44|0 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_401a7c|27|-2 3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_401a86|61|0 33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,
scooby_state_401a30|44|0 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_401a30|12|0 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_401a54|29|-2 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_401a6f|32|3 31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,
scooby_state_401a86|26|0 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_401acd|29|4 29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_401a93|45|-2 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_401a93|48|3 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_401a54|28|0 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_401a7c|28|-2 2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_401acd|29|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_401a30|26|-1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a54|61|-2 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a54|61|0 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a3c|26|0 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a3c|31|2 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a3c|28|-1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_401a3c|61|0 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_401a6f|12|0 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_401a61|26|-1 27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,
scooby_state_401a61|32|3 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_401a86|28|-1 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_401a61|12|0 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_401a93|28|-3 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a93|30|3 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a93|29|3 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a30|32|3 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a93|26|-2 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a54|26|0 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401acd|29|5 26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a4a|30|2 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a93|28|-2 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_401a61|63|2 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401a61|61|-1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401a7c|28|1 2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401a30|30|3 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401b72|24|-2 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401ade|26|4 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401a3c|32|3 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_401a30|13|-1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a30|47|2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a61|61|-2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a54|28|-1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a30|15|2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a30|45|-1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a6f|60|0 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_401a93|27|-3 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a3c|13|0 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a4a|47|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a61|29|-2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a86|32|3 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a61|27|-2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a93|31|4 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a86|13|0 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401ae6|27|0 2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a30|29|-2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a61|28|2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a30|61|-2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a30|31|2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a86|31|2 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_401a54|13|-2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a30|28|2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a54|16|3 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a61|15|2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a61|13|-1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a61|31|2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a6f|48|3 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a6f|26|-1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a6f|45|-2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a6f|29|-2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_401a54|31|2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a3c|45|0 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a61|30|3 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a6f|61|-2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a6f|16|3 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a6f|13|-2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a61|29|3 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a61|26|-2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a6f|31|2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_401a54|48|3 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a61|47|2 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a61|44|0 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a4a|63|1 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a54|45|-2 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a30|28|-2 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a61|45|-1 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401b67|25|1 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a30|27|-2 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_401a30|26|-2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a6f|45|-1 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a54|13|0 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a3c|29|-2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401b67|25|-2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a30|29|3 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a30|45|-2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a54|45|0 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a6f|30|3 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a6f|47|2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a30|48|3 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a86|29|-1 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a86|29|-2 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_401a30|61|-1 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_401a61|28|-2 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_401a6f|29|-1 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_401a3c|29|-1 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_401a30|63|2 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_401b67|25|-3 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_401a86|12|0 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_401a6f|28|2 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
